id,text,created_at,retweet_count,favorite_count,source,length,user_id,user_screen_name,user_name,user_created_at,user_description,user_followers_count,user_friends_count,user_location,user_statuses_count,user_verified,user_url
1222056015480475649,"Here he is commenting on Pizzagate, a conspiracy theory linking Hillary Clinton to a paedophile ring. https://t.co/8hOeKiX28u",2020-01-28 07:17:13,0,0,Twitter for iPhone,125,16214488,Kreilly65,Kreilly65,2008-09-10 01:10:24,,441,1574,"New Jersey, USA",19668,False,
1222048956999327744,"Up and coming tennis player Tennys     
(yes) Sangren is so right wing he peddled the pizzagate scandal against Hillary Clinton.",2020-01-28 06:49:10,0,0,Twitter for Android,128,1054035642,mmbrenn,Margaret Brennan,2013-01-02 02:56:52,Political junkie. Leftie. Still a true believer. Loving the grandchildren.,1389,1304,,51705,False,
1221980602293006337,"Let me add: As Republicans did to Bill Clinton, Hillary Clinton, Benghazi, White Water, Pizzagate",2020-01-28 02:17:33,0,0,Twitter Web App,97,399712913,ten24get,Bill Wong,2011-10-27 22:43:30,I can see my house from here. #UniteBlue,5356,4328,New York City and points West,203950,False,
1221873206182629376,"@MeRorschach @GOPLeader Okay, the Seth Rich thing is a total fringe-dweller conspiracy rant along the lines of pizz… https://t.co/g4pz6wb3Jg",2020-01-27 19:10:48,0,0,Twitter Web App,140,2800538812,pahl_brighteyes,impala,2014-10-02 18:28:51,"Small “l” liberal. Spiritual. I don’t tolerate fools gladly, though I’m working on it. Social media can make it challenging to be kind, at times. She/her.",871,1024,canada,29247,False,
1221818691878150144,My student is researching Hillary Clinton and I sent her to the McNeese library to look for her autobiography to us… https://t.co/6b1lLw7O4W,2020-01-27 15:34:11,1,15,Twitter for iPhone,140,1102436358,sarahisharsh,sarah,2013-01-19 01:07:36,"fiction writer, queer socialist, McNeese MFA. fiction editor @McNeeseReview, stories in/forthcoming @SoToSpeakJrnl @GristJournal @haydensferryrev (she/her)",381,740,,4917,False,
1221814961191649280,@LindseyGrahamSC @realDonaldTrump We must hear from Hillary Clinton and the pizzagate pizza shop owner!,2020-01-27 15:19:21,0,0,Twitter Web App,103,17033940,mncharrmer,mnfarmer,2008-10-29 02:16:10,"Husband, Dad, Small biz owner, Sustainable Farmer. We're probably totally screwed.",184,709,"Minneapolis, MN",6462,False,
1221625971503026176,"This is worse than the Pizzagate Conspiracy Theory, that Hillary Clinton was child trafficking in the basement of a… https://t.co/HBBazi1nm3",2020-01-27 02:48:22,0,0,Twitter for Android,140,1062836183707709441,ClaireS54803275,Just Claire598,2018-11-14 22:34:27,,45,19,,5832,False,
1221618738702835712,"Honestly if Hillary Clinton doesn't shut up, I am going to start converting people to pizzagate believers. I don't… https://t.co/WYc8F8w9bO",2020-01-27 02:19:38,1,6,Twitter for Android,139,1094944430329655296,RubinsBlockList,Dave Rubins Blocked List,2019-02-11 13:01:10,"he/him
Marketplace Of Ideas",694,674,,10359,False,
1221541961200480257,"Of course @HillaryClinton will defend him, they both enjoyed children : 
Hillary Clinton defends her ties to Harvey… https://t.co/k0x6B8w2w6",2020-01-26 21:14:33,1,2,Twitter for Android,140,843799172872622080,TrutherbotPyrat,Trutherbot Pyrate,2017-03-20 12:19:34,"Free @Trutherbot 
#PyrateRulz 
#Anonymous 
#Pyrateology #KingOfAmericanismLand",1541,1133,,22462,False,
1221292430647078912,"@Hillary #Clinton Addresses The Pizzagate Hoax by starting her own fake conspiracy and #Slandering a younger, smart… https://t.co/0EFI61DUmu",2020-01-26 04:43:00,1,1,Twitter Web App,140,2740876026,DorisFillion,Doris Fillion,2014-08-18 01:02:18,,16,123,,1128,False,
1221143603889811466,"@JaySekulow thinks that in a lawyer lawsuit, he and #Cipolone should be able to cross examine Hunter Biden, Hillary… https://t.co/4LcJT6T2KM",2020-01-25 18:51:37,0,0,Twitter Web App,140,1152628510147485696,RealPropMan,Real Prop Man,2019-07-20 17:17:06,"Nothing is an endorsement. Pithy, relevant, delightful? These aren't the droids you're looking for. Sorry for all the vulgarities and whatnot.",37,187,,2838,False,
1221054732195725312,@lkoneal @steamtug7 @wendy_soxy1girl @benshapiro Where was Hillary corrupt? Pizzagate? The Clinton foundation? (Wit… https://t.co/TGjQWkmKtA,2020-01-25 12:58:28,0,1,Twitter for iPhone,140,50494673,Harry4naris,Harry F,2009-06-25 00:28:37,"Sports fan, for better or worse. and #isles fans, before we start, yes, I know Garth Snow has been GM for 11 years.",353,992,Long Island,97447,False,https://t.co/sBFDPk31XR
1220968673491542016,This is about to be a pipeline for evidence against the Deep State.   Including  proof of Hillary Clinton's  and ot… https://t.co/oV2NZvvOHz,2020-01-25 07:16:30,1,1,Twitter for Android,140,973831315442282497,HrollAugur,@HrollAugur,2018-03-14 08:00:53,"✝ Love: Jesus first,family, cats, fossils, genealogy #Trump MAGA  #Qanon #Fill GITMO #Stop human trafficking #Qanon Posts #Share truth #FollowQ",8416,9154,United States,89927,False,
1220770347345219584,@mtracey @RichardBSpencer What is unethical about Hillary Clinton? ….please say some Seth Rich or Pizzagate shit...,2020-01-24 18:08:26,0,0,Twitter Web Client,115,32805361,BraylenNapier,Braylen's Dad - Warren 2020,2009-04-18 05:39:49,"Chris Napier, Single Father with Full Custody of my Awesome 8-Year old Son, Braylen. B.S. in Comp Science, Writer, Amateur Comedian & Pundit.",43937,2733,"Indiana, USA",38047,False,
1220598294126252032,@thegarance The Dem nom is going to get Karl Rove’d to the Lee Atwater. They wore themselves out on Bill Clinton so… https://t.co/OHMRs7KvCT,2020-01-24 06:44:45,0,0,Tweetbot for Mac,140,14493261,netlawyer,Courtney Bailey,2008-04-23 13:25:00,"In house lawyer, gov't contracts/ intellectual property, DIY, Maker, wannabe creative, wishes 4 more tattoos. Opinions are my own",561,532,,3473,False,https://t.co/rNdlYma634
1220520136488022016,"@AndaIus @agfreeman @DrJillStein Bullshit. Those key states know who Hillary Clinton is. Russian hacks, Russian tro… https://t.co/YN3aOaQu46",2020-01-24 01:34:11,0,2,Twitter for Android,140,301791169,marina282828,Marina,2011-05-20 02:20:09,We are in scary times. Be wary,1543,769,,142238,False,
