id,text,created_at,retweet_count,favorite_count,source,length,user_id,user_screen_name,user_name,user_created_at,user_description,user_followers_count,user_friends_count,user_location,user_statuses_count,user_verified,user_url
1.22344810538491E+018,"#GOPCorruptionOverCountry
Last year, the #House passed the 
For the People Act (H.R. 1)
to  protect every citizen's… https://t.co/q7SOX5jKdf",2020-02-01 03:28:53,0,0,Twitter Web App,140,866345654,Harisnell,Harrison Snell,2012-10-07 13:39:25,Is either you're a friend or an enemy   #Resist,422,291,"Miami, FL",563,False,https://t.co/3kswT4YHAg
1.22344401760786E+018,@Awhadspeaks @AwhadOffice First understand the CAA in details than raise ur grievances to @mygovindia and if not re… https://t.co/5lHXGQ8du9,2020-02-01 03:12:38,0,0,Twitter for Android,140,9.0630808386492E+017,swachhachembur,Swachha Chembur 🇮🇳,2017-09-09 00:07:40,"स्वदेशी उत्पादों को खरीदें।
आयुर्वेद को बढ़ावा दें।
मेक इन इंडिया।
वन्दे मातरम !!!

देश पेहेले !!! 🇮🇳

Initiated #CleanChembur",169,573,"मुंबई, भारत",5324,False,https://t.co/zHF647KIlo
1.22343486280096E+018,@BJP4India Just finish the job of giving citizen ship to the targeted poor minorities and then amend the act to its… https://t.co/PzJJ51GYfb,2020-02-01 02:36:16,0,0,Twitter Web App,140,1.13829372135343E+018,Radha69874377,Radha,2019-06-11 03:55:46,,2,5,,558,False,
1.22332866719707E+018,@AzadBarmer Hukum ! You should react to the Citizen Amendment Act and tell your party that Western Rajasthan is in support of this law.,2020-01-31 19:34:17,0,1,Twitter for Android,135,9.69208822429639E+017,kunwarmanojsin,kunwar Manoj singh🇮🇳,2018-03-01 13:52:45,| writer |  poet  | Reader | analysis on world's greatest philosophical thought |  Interested In The Rajput History | MAHADEVIST | क्षत्रिय धर्म 🚩,4748,4785,"Rajasthan, India",1046,False,https://t.co/7KN4HH7T9a
1.22326404967826E+018,"@BhavikaKapoor5 It is said the word 'Persecution' is not even mention in Citizen Amendment Act 2019.

This ammendme… https://t.co/ufn1jyXw06",2020-01-31 15:17:31,1,4,Twitter for Android,140,51782144,vinaybnath,विनय बी नाथ Vinay,2009-06-28 17:17:01,"Prefectly Imperfect man, Impish, transcend limits #Motivation #ScientificTemper #Team *The truth shall only by determined by the Constitution of India.",2400,2316,"New Delhi, India",8508,False,https://t.co/BZpugnQlgo
1.22322728446045E+018,"If you want rational answers to CAA questions:

How to become Indian citizen?
Why was CAA necessary?
Why CAA does n… https://t.co/UFkVVJ2sPK",2020-01-31 12:51:25,2,1,Twitter for iPhone,140,15015810,rahuldeodhar,Rahul Deodhar,2008-06-05 08:53:29,"Investor, Lawyer, Author | https://t.co/T9F9JBCtTQ | Finance, Economics, Policy, Firms, Politics, Law & Poverty | Nationalist | Be kind, Be safe, Do your work |",1031,2187,Mumbai,11624,False,
1.22319269744951E+018,#MyReport | US-based citizen journalist Rahul Sasane talks about finding a renewed hope for India through its futur… https://t.co/3qSudW69Jg,2020-01-31 10:33:59,0,0,TweetDeck,140,1.06225635925144E+018,QuintMyReport,My Report,2018-11-13 08:10:26,"A group of young citizen journalists, who are passionate to be the change, through powerful, compelling stories. Join this movement by @TheQuint",569,29,,3026,False,
1.22317560356774E+018,"@fakharzai7 @Arzookazmi30 @vaibhavUP65 @majorgauravarya @MirchandaniYana @RajaFaisal01 How are people, you do not c… https://t.co/M1pZibg1Gp",2020-01-31 09:26:04,0,0,Twitter for Android,140,1.21386750780459E+018,Realsaini1,S.D.SAINI (एस. डी. सैनी),2020-01-05 16:59:17,S.D.SAINI (एस. डी. सैनी),5,272,"Presidents Estate, New Delhi",312,False,
1.2231283653742E+018,"1. CAA is only an amendment done to Citizenship act. 
2. CAA doesn't bar any Muslim from neighbouring country to ap… https://t.co/jmylL7OpSx",2020-01-31 06:18:21,0,0,Twitter for Android,140,2544834839,drakhilesh1234,Akhilesh Gupta ,2014-05-13 09:18:26,"Proud Indian, Follower of Sanatan Dharma, Believe in Holistic approach to Health",7,35,"Delhi, India",207,False,
1.2231086469402E+018,"Currently, all across India, the fight against fascism rages on. Millions are protesting against Modi’s fascist reg… https://t.co/0FYdy9uVVP",2020-01-31 05:00:00,0,1,TweetDeck,140,1.15883678669469E+018,ZackhiWrites,Zackhi Writes,2019-08-06 20:26:34,Zackhi Writes is a blog created by @talhalakhi1095 and @zack_kaczynski acting as a thought pool regarding the state of our world. IG: @zackhiwrites,5515,6026,,1096,False,https://t.co/YqNB4tR9Y9
1.22308966835225E+018,@tshrinivas @sayvari @RajivMessage This statement about India's CAA indicates AAR remains as anti-Hindu as ever!… https://t.co/yPvSpxCZuJ,2020-01-31 03:44:35,1,3,Twitter for Android,137,433660166,skommana1,सबका विकास घर वाप्सी के साथ!!,2011-12-10 21:11:51,"Telugu, Kamma, Hindu without Samskara.Trying to educate myself through Dharampal, Rajeev Srinivasan, Rajiv Malhotra, Varsha Bhosle, Sandeep Balakrishna, et al",610,16,,68179,False,
1.22303990112743E+018,Modi...Critic...Firebrand...Youth...Leader...Kanhaiya...Kumar...Held...Anti-Citizenship...Law...Rally...Bihar...New… https://t.co/wZRZcHrEya,2020-01-31 00:26:50,0,0,Twitter Web App,140,150631353,kizu91,Le Nam Giang,2010-06-01 12:22:50,Preceded by...Nostradamus...Baba Vanga...prophet...Save the world...da Viet Nam...21st...century...Rồng nằm bể cạn dễ ai hay...fire...Notre Dame...cathedral...,92,0,,35833,False,https://t.co/grXJkZYWvh
1.22297133276749E+018,"@Inevitable_ET Couple thoughts
Tomorrow We The People get our Sovereignty back!
The Star Spangled Banner written in… https://t.co/VprEqICcQ3",2020-01-30 19:54:22,3,4,Twitter Web App,140,7.91264247917445E+017,AJ19844,Ann Jones,2016-10-26 13:04:32,,1319,1452,,5744,False,
1.22294432092943E+018,"How A CA student understands""CAA""😀😀😀 ( CITIZEN AMENDMENT ACT) https://t.co/rvXldaJsJr",2020-01-30 18:07:01,1,3,Twitter Web App,85,1628018040,bibekbikram,Bibek Bikram Sijapati,2013-07-28 14:48:58,"Former President
 Nepalese Students Helping Hands (NSHH) New Delhi",92,366,"New Delhi, India",44,False,
1.22292198953641E+018,@KhaledBeydoun He is a member of rightist extremist terrorist groups. He is not alone he is backed by thousand like… https://t.co/4PxtzujSKq,2020-01-30 16:38:17,0,1,Twitter for Android,140,3114277495,muhamadazam420,Muhammad azam,2015-03-29 03:10:00,"Not a liberal 
Not a commie 
Not a centrist",26,116,Mars,157,False,
1.22292169718519E+018,"@Juppstein @Gaohmee Effectively, this made it a felony for any U.S. citizen to talk to foreigners (in principle, th… https://t.co/XDUVU7kI3c",2020-01-30 16:37:08,0,0,Twitter Web App,140,1585542295,PAA_Asile,PAA_asile,2013-07-11 10:32:42,"U.S. citizen,27-year Swiss resident, professional, asylum claim in France re: FISA rendered extra-territorial by U.S. mutual legal assistance treaty (MLAT)",528,2380,"Geneva, Switzerland and France",6979,False,
1.22291612909986E+018,"The director of the film #GulMakai, #AmjadKhan recently visited #JamiaMilliaIslamia and #JNU to register his protes… https://t.co/0CvlXW2B1t",2020-01-30 16:15:00,11,26,National Herald,140,2590835076,NH_India,National Herald,2014-06-27 05:46:24,"National Herald—founded in 1938 by Jawaharlal Nehru—is a news website and weekly newspaper with a focus on people, governance and current affairs",85166,314,"New Delhi, India",35802,True,https://t.co/EC0QuiiBM2
1.22291078286362E+018,"@mrcrime9 @HRajaBJP CAA - Citizenship Amendment Act

NRC - National Register of Citizen",2020-01-30 15:53:45,0,0,Twitter Web App,87,1.21763164290003E+018,DharshiniVijay4,DharshiniVijayaraman,2020-01-16 02:16:37,Feeling proud to be a hindu. Happy with my family and profession. Fight for right. Women empowerment. Women is great. Sakthi swaroopam.,7,48,,279,False,
1.22289910326207E+018,"""यह Citizen Amendment Act नहीं Citizen Alienation Act  है""
Extend our support to the ""24 hours Satyagrah"" organized… https://t.co/11SIlKxZ5G",2020-01-30 15:07:21,0,2,Twitter for Android,140,9.6586024246979E+017,ArunKrishnanCh2,Arun Krishnan Changanacherry,2018-02-20 08:06:41,Delhi Youth Congress State Co Coordinator ( Research Cell),35,155,Delhi,420,False,
1.22289283047496E+018,"@ndtv @_POLM Honestly I fail to understand why genuine citizen of India , Hindu or Muslim is protesting the Amendment Act.",2020-01-30 14:42:25,0,0,Twitter for iPhone,122,1.01599205635383E+018,OhriDarshika,Darshika Ohri,2018-07-08 16:12:37,Politicians and Pol Parties Breaking news of Hindu Strength and power,111,139,"Moradabad, India",3550,False,
1.22289236348114E+018,"#WATCH:
Long Live CAA Protest: this makes democracy stronger

People participate in a protest against Citizenship A… https://t.co/WDzR3bnyUt",2020-01-30 14:40:34,1,5,Twitter for Android,140,4675846681,Ayaz_Ind,Ayaaz Ahmad Qaasmi,2015-12-30 02:20:31,"LLB - GST - FINANCE - #Poetry  Affairs, Human Rights. ▪️STAND with Every #OPPRESSED HUMAN Being on #EARTH - KashmiriPandit, Dalits, Tribals, Minorities",1281,312,"New Delhi, India",2251,False,
1.22289130027119E+018,BJP leader and former Union minister #UmaBharti has alleged the Congress is trying to create a situation that preva… https://t.co/4RsGW29Wo1,2020-01-30 14:36:20,0,0,Twitter Web App,140,3991108098,dt_next,DT Next,2015-10-23 12:33:47,English language newspaper by the Daily Thanthi Group,5268,408,"Chennai, India",107614,True,https://t.co/ghKLTG8qdO
1.22289115931325E+018,"#Maharashtra | People participate in a protest against Citizenship Amendment Act, National Citizen of Registers and… https://t.co/LXeQOvyIwc",2020-01-30 14:35:47,0,2,Twitter Web App,140,1.1137471960994E+018,thefirstindia,First India,2019-04-04 10:16:38,Welcome to the Official Twitter page of First India Newspaper. Follow us for the latest updates. #FirstIndia,2534,625,"Jaipur, India",22569,False,https://t.co/vkIswW9aBZ
1.22289089484559E+018,"#WATCH: People participate in a protest against Citizenship Amendment Act, National Citizen of Registers and Nation… https://t.co/mk0TYxd1dp",2020-01-30 14:34:44,1,0,Twitter for Android,140,1.19226359685768E+018,Anilpurohitbjp,AnilbhaipurohitBJP,2019-11-07 02:13:04,मित्रो पुराना ट्वीटर एकाउंट सस्पेंड हो गया था इसलिए मैंने नया एकाउंट बनाया है प्लीज फॉलो करें @Anilpurohitbjp,1247,1571,"Rajasthan, India",12543,False,
1.22289044167619E+018,"#WATCH: People participate in a protest against Citizenship Amendment Act, National Citizen of Registers and Nation… https://t.co/FM8NsHBZhs",2020-01-30 14:32:56,381,1024,Twitter Media Studio,140,355989081,ANI,ANI,2011-08-16 05:23:41,"Asian News International. Multi-media news agency, content for information platforms: TV, Internet, broadband, newspapers, mobiles https://t.co/PjGRhL4qvg",3379001,0,India,376463,True,http://t.co/sFNGg4bASa
1.22287468375156E+018,@rishitapandey2 @Saddamk38866877 @khanumarfa CAA CITIZEN AMENDMENT ACT ab suno iskey according ohh sorry amit shah… https://t.co/AYYmvGZ1xR,2020-01-30 13:30:19,0,0,Twitter for Android,139,2306637810,Sheezansajid,Sheezansajid,2014-01-23 14:04:54,,15,690,,208,False,
1.22286395885765E+018,Jaffrey is one of the growing celebrities that are vocal against the Citizen Amendment Act. Fellow stars like Hrith… https://t.co/P98Un1xzwf,2020-01-30 12:47:42,0,0,Twitter Web App,140,159186855,abdulazizansari,ansari abdulaziz,2010-06-24 18:08:33,"Only way to obtain deep profound happiness is to leave some room in your heart for love, kindness, leniency & hope. Follow me to be inspired.",694,2341,Vancouver BC,15938,False,
1.22286201730997E+018,India has become a government aided terror state. Look at the way how the police is standing behind a man who shoot… https://t.co/xH6Tpzsq40,2020-01-30 12:39:59,9,11,Twitter for Android,140,9.86452666455765E+017,thinkingrobot9,𝕿𝖍𝖎𝖓𝖐𝖎𝖓𝖌 𝕽𝖔𝖇𝖔𝖙 ☭,2018-04-18 03:53:37,"It is not heroes that make history, but history that makes heroes. Let's make history",928,2485,India,2997,False,
1.22285609871503E+018,"@ANI First prove that your mother Antonio Maino , daughter of an Italian fascist, is not Italian.  Also Raul Vinci… https://t.co/6dRMC2Lmvn",2020-01-30 12:16:28,0,0,Twitter Web App,139,451504286,ratlal2005,RatLal,2011-12-31 14:54:50,,7,8,India,923,False,
